chr	x1	x2
1	76375000	76460000
1	76620000	76775000
1	77340000	77595000
1	77355000	77545000
1	77610000	78000000
1	78035000	78475000
1	78040000	78145000
1	78465000	78590000
1	78605000	79070000
1	79070000	79150000
1	79315000	79710000
1	79935000	80560000
1	79960000	80405000
1	81855000	82280000
1	81935000	82305000
1	82010000	82235000
1	84370000	84600000
1	84640000	84900000
1	84900000	85225000
1	84945000	85090000
1	85095000	85225000
1	85240000	85395000
1	85400000	85745000
1	85405000	85520000
1	85545000	85735000
1	85765000	86030000
1	86070000	86175000
1	86360000	86485000
1	86830000	87145000
1	86835000	86980000
1	87295000	87565000
1	87590000	87765000
1	87615000	87700000
1	87770000	88440000
1	88625000	89060000
1	89120000	89355000
1	89440000	89925000
1	89450000	89830000
1	89830000	89925000
1	89945000	90480000
1	89945000	90245000
1	89965000	90075000
1	90095000	90235000
1	90260000	90465000
1	90565000	91065000
1	91340000	91635000
1	91965000	92395000
1	92435000	92720000
1	92765000	93090000
1	92780000	92920000
1	92935000	93070000
1	93105000	93290000
1	93295000	93720000
1	93305000	93470000
1	93475000	93545000
1	93545000	93720000
1	93545000	93650000
1	94080000	94310000
1	94480000	94825000
1	94975000	95280000
1	95310000	95520000
1	95545000	95705000
1	97185000	97295000
1	97425000	97530000
1	98310000	98390000
1	99605000	100175000
1	100215000	100925000
1	100265000	100505000
1	100505000	100600000
1	100610000	100715000
1	100730000	100820000
1	100830000	100915000
1	100955000	101345000
1	101360000	101930000
1	101580000	101755000
1	101760000	101920000
1	105235000	105325000
1	107735000	108105000
1	107965000	108075000
1	108320000	108610000
1	109350000	109455000
1	109655000	109745000
1	109765000	110025000
1	109820000	109945000
1	110090000	110175000
1	110165000	110575000
1	110190000	110320000
1	110325000	110530000
1	110575000	110665000
1	110710000	111040000
1	110740000	110865000
1	110880000	110950000
1	111055000	111160000
1	111055000	111335000
1	111165000	111325000
1	111575000	111670000
1	111670000	111765000
1	111765000	111980000
1	112000000	112315000
1	112345000	112830000
1	112350000	112885000
1	112915000	113255000
1	112930000	113015000
1	113040000	113160000
1	113160000	113255000
1	113260000	113360000
1	113260000	113630000
1	113420000	113610000
1	113670000	114175000
1	114265000	114510000
1	114520000	114850000
1	114880000	115300000
1	114915000	115125000
1	115505000	115665000
1	115695000	116115000
1	116145000	116320000
1	116335000	116540000
1	116670000	117045000
1	116900000	117040000
1	117040000	117115000
1	117110000	117610000
1	117115000	117240000
1	117265000	117430000
1	117275000	117370000
1	117605000	117675000
1	117900000	118045000
1	118070000	118235000
1	119455000	119535000
1	119585000	119680000
1	119815000	119915000
1	120150000	120225000
1	144835000	145835000
1	146640000	146720000
1	146960000	147130000
1	149845000	150195000
1	149860000	150040000
1	149915000	150030000
1	150040000	150160000
1	150335000	150420000
1	150420000	150980000
1	150435000	150520000
1	150520000	150970000
1	150525000	150600000
1	150980000	151045000
1	150980000	151145000
1	151155000	151250000
1	151255000	151390000
1	151390000	151990000
1	151405000	151830000
1	151415000	151510000
1	151850000	152005000
1	152020000	152450000
1	152020000	152165000
1	152165000	152430000
1	152835000	152910000
1	153320000	153465000
1	153475000	153545000
1	153475000	153610000
1	153625000	153965000
1	153640000	153755000
1	153765000	153960000
1	153970000	154120000
1	154145000	154245000
1	154315000	154445000
1	154315000	154530000
1	154440000	154530000
1	154530000	155060000
1	154735000	154850000
1	154920000	155035000
1	155060000	155145000
1	155215000	155300000
1	155300000	155570000
1	155620000	155715000
1	155720000	155810000
1	155825000	156040000
1	155885000	156040000
1	156045000	156305000
1	156045000	156110000
1	156115000	156200000
1	156310000	156425000
1	156320000	156590000
1	156425000	156580000
1	156475000	156555000
1	156585000	156695000
1	156630000	156870000
1	156750000	156865000
1	157045000	157140000
1	157140000	157480000
1	157160000	157310000
1	157345000	157460000
1	157530000	157835000
1	157545000	157625000
1	157740000	157825000
1	157930000	158100000
1	158190000	158340000
1	158740000	158925000
1	158745000	158975000
1	158970000	159055000
1	159095000	159200000
1	159205000	159730000
1	159740000	160000000
1	159755000	159880000
1	159895000	159995000
1	160000000	160070000
1	160065000	160350000
1	160075000	160150000
1	160145000	160295000
1	160155000	160230000
1	160245000	160310000
1	160390000	160585000
1	160420000	160515000
1	160640000	160965000
1	160675000	160805000
1	160805000	160945000
1	160965000	161130000
1	161155000	161360000
1	161185000	161275000
1	161285000	161350000
1	161750000	162015000
1	162015000	162390000
1	162030000	162270000
1	162580000	162775000
1	162815000	163295000
1	163360000	164895000
1	165355000	165565000
1	165590000	165675000
1	165590000	165890000
1	165900000	166455000
1	166865000	167030000
1	167030000	167180000
1	167030000	167100000
1	167190000	167520000
1	167195000	167350000
1	167410000	167510000
1	167525000	167680000
1	167685000	167775000
1	167775000	168055000
1	167905000	168040000
1	168405000	168550000
1	168575000	169335000
1	168870000	169100000
1	169130000	169320000
1	169350000	169520000
1	169435000	169520000
1	169520000	169780000
1	169550000	169690000
1	169690000	169765000
1	169780000	169860000
1	169905000	170045000
1	170505000	170640000
1	170655000	170905000
1	171200000	171295000
1	171455000	171570000
1	171770000	171955000
1	172045000	172395000
1	172145000	172360000
1	172305000	172370000
1	172415000	172700000
1	172415000	172500000
1	172575000	172695000
1	172705000	173170000
1	172710000	172805000
1	173175000	173390000
1	173400000	173680000
1	173800000	173975000
1	174050000	174200000
1	174225000	174710000
1	174735000	174970000
1	174990000	175315000
1	174995000	175110000
1	175125000	175295000
1	175335000	175870000
1	175410000	175830000
1	175890000	176190000
1	176065000	176175000
1	176330000	176855000
1	176855000	177945000
1	177195000	177925000
1	177950000	178205000
1	178290000	178485000
1	178490000	178995000
1	178505000	178720000
1	178745000	178980000
1	179040000	179345000
1	179060000	179200000
1	179265000	179340000
1	179660000	179795000
1	179820000	180145000
1	179830000	180000000
1	179850000	179925000
1	180220000	180460000
1	180480000	180835000
1	180495000	180600000
1	180605000	180740000
1	180840000	180980000
1	180845000	181140000
1	180985000	181140000
1	181150000	182040000
1	181160000	181395000
1	181420000	182030000
1	181440000	181655000
1	181780000	181895000
1	182050000	182375000
1	182420000	182545000
1	182565000	182755000
1	182855000	183425000
1	182880000	183220000
1	183290000	183420000
1	183435000	183605000
1	183615000	183895000
1	183660000	183775000
1	183775000	183885000
1	183905000	184025000
1	184035000	184665000
1	184045000	184200000
1	184210000	184660000
1	184530000	184640000
1	184695000	185140000
1	184765000	184950000
1	185015000	185130000
1	185145000	185270000
1	185270000	185665000
1	185285000	185410000
1	185715000	186225000
1	186275000	186370000
1	186370000	186975000
1	186460000	186565000
1	187895000	188110000
1	192440000	192585000
1	192610000	192755000
1	192775000	192990000
1	193015000	193105000
1	196075000	196660000
1	197145000	197350000
1	197170000	197290000
1	197490000	197900000
1	198030000	198435000
1	198100000	198330000
1	198475000	198665000
1	198570000	198655000
1	198735000	199235000
1	199250000	199525000
1	200085000	200495000
1	200110000	200240000
1	200255000	200485000
1	200365000	200460000
1	200515000	201030000
1	200525000	200810000
1	200640000	200710000
1	200870000	201095000
1	200940000	201020000
1	201205000	201345000
1	201400000	201500000
1	201510000	201785000
1	201525000	201670000
1	201675000	201780000
1	201815000	202120000
1	201830000	201960000
1	201965000	202110000
1	202130000	202975000
1	202130000	202715000
1	202135000	202300000
1	202435000	202600000
1	202600000	202690000
1	202705000	202980000
1	202705000	202850000
1	202860000	202980000
1	203000000	203760000
1	203000000	203210000
1	203230000	203460000
1	203230000	203315000
1	203315000	203460000
1	203470000	203765000
1	203685000	203765000
1	203765000	203835000
1	203830000	204350000
1	203840000	204100000
1	204115000	204350000
1	204210000	204315000
1	204375000	204485000
1	204535000	204780000
1	204795000	204915000
1	204930000	205230000
1	204930000	205045000
1	205230000	205310000
1	205235000	205500000
1	205320000	205480000
1	205375000	205460000
1	205540000	205720000
1	205550000	205625000
1	205625000	205705000
1	205785000	205925000
1	206645000	206775000
1	206780000	206855000
1	206880000	207175000
1	206900000	206990000
1	207000000	207080000
1	207085000	207165000
1	207235000	207695000
1	207265000	207480000
1	207490000	207580000
1	207985000	208165000
1	208060000	208145000
1	208180000	208435000
1	208185000	208280000
1	208300000	208420000
1	209230000	209375000
1	209770000	209930000
1	210295000	210495000
1	210495000	210580000
1	210625000	210750000
1	211310000	211425000
1	211435000	211840000
1	211485000	211660000
1	211690000	211845000
1	211750000	211830000
1	211850000	212205000
1	211865000	212000000
1	212005000	212110000
1	212110000	212185000
1	212240000	212465000
1	212490000	212635000
1	212635000	213250000
1	212645000	212805000
1	212835000	212960000
1	212970000	213180000
1	213410000	214330000
1	214375000	214810000
1	214425000	214515000
1	214525000	214780000
1	214855000	215735000
1	214950000	215280000
1	217590000	217910000
1	217605000	217835000
1	217975000	218365000
1	219240000	219355000
1	219585000	219745000
1	220005000	220130000
1	220160000	220275000
1	220160000	220380000
1	220455000	220965000
1	220840000	220960000
1	221040000	221395000
1	221210000	221380000
1	221420000	221610000
1	221645000	222270000
1	221910000	222020000
1	222380000	222630000
1	222815000	222900000
1	222910000	223275000
1	222990000	223275000
1	223300000	223425000
1	223880000	223960000
1	224300000	224520000
1	224530000	224655000
1	224690000	225125000
1	224700000	224825000
1	225165000	225480000
1	225635000	226170000
1	225660000	225945000
1	225960000	226165000
1	226165000	226310000
1	226185000	226250000
1	226185000	226595000
1	226310000	226590000
1	226310000	226390000
1	226385000	226585000
1	226600000	226800000
1	226815000	227025000
1	226925000	227020000
1	227665000	227915000
1	227745000	227915000
1	227940000	228150000
1	228175000	228270000
1	228270000	228370000
1	228290000	228745000
1	228365000	228745000
1	228390000	228655000
1	228790000	229365000
1	228860000	229020000
1	229375000	229775000
1	229385000	229630000
1	229405000	229480000
1	229480000	229585000
1	229685000	229775000
1	229820000	230460000
1	230200000	230420000
1	230755000	231370000
1	231005000	231350000
1	231035000	231140000
1	231470000	231750000
1	231475000	231560000
1	232740000	233400000
1	233560000	233935000
1	233620000	233735000
1	233735000	233815000
1	233935000	234210000
1	234240000	234600000
1	234250000	234465000
1	234345000	234450000
1	234505000	234615000
1	234635000	234735000
1	234755000	234860000
1	235270000	235625000
1	235325000	235405000
1	235395000	235595000
1	235415000	235495000
1	235500000	235575000
1	235665000	236165000
1	235670000	235945000
1	236010000	236135000
1	236155000	236260000
1	236260000	236455000
1	236260000	236690000
1	236690000	236770000
1	236765000	237070000
1	236945000	237055000
1	238015000	238415000
1	241670000	242170000
1	241675000	242020000
1	241680000	241800000
1	242070000	242185000
1	243510000	243925000
1	243615000	243920000
1	244020000	244455000
1	244465000	244620000
1	244645000	244750000
1	244675000	244965000
1	244740000	245240000
1	244765000	244960000
1	244980000	245215000
1	246035000	246170000
1	246175000	246635000
1	246650000	246925000
1	246850000	246930000
1	247000000	247095000
1	247065000	247660000
1	247095000	247510000
1	247130000	247375000
1	247145000	247240000
1	247520000	247665000
1	247800000	248395000
1	248400000	248545000
