chr	start	end	region	stat	pvalue	bins	adj_pvalue
1	43235000	43570000	chr1:43235000-43570000	8.688847160040508	1.073726885181259e-09	34.0	6.8599217664358204e-09
1	43380000	43545000	chr1:43380000-43545000	2.3254601804793107	0.005938406547470687	17.0	0.016259922689503072
1	43660000	44535000	chr1:43660000-44535000	22.711155378429083	0.0	88.0	0.0
1	43675000	43920000	chr1:43675000-43920000	5.1564757393875995	1.6439231908527138e-05	25.0	7.134006299926872e-05
1	44225000	44410000	chr1:44225000-44410000	2.2465223812612702	0.00682127023398893	19.0	0.01840651366048146
1	44545000	45130000	chr1:44545000-45130000	13.96736340192789	0.0	59.0	0.0
1	44825000	45090000	chr1:44825000-45090000	5.635180484884838	5.100001979729818e-06	27.0	2.3612083724100505e-05
1	45190000	45480000	chr1:45190000-45480000	10.683814918161284	1.8570700532904993e-12	30.0	1.3778261685703705e-11
1	45285000	45770000	chr1:45285000-45770000	6.316754335403103	8.911047011395113e-07	49.0	4.554535139157502e-06
1	45480000	45765000	chr1:45480000-45765000	1.7691486117163553	0.015218973145743388	29.0	0.03723791301618063
1	45775000	46050000	chr1:45775000-46050000	6.700040540426568	3.2151649009826144e-07	28.0	1.760685541014289e-06
1	46055000	46710000	chr1:46055000-46710000	12.84693864722375	9.992007221626409e-16	66.0	8.511709855459534e-15
1	46055000	46480000	chr1:46055000-46480000	7.188821541485561	8.431753573123758e-08	43.0	4.730008101996255e-07
1	46075000	46370000	chr1:46075000-46370000	2.057297360056967	0.009444140463218951	30.0	0.024406205691464705
1	46845000	47205000	chr1:46845000-47205000	4.3742163835496415	0.00010009951153588935	36.0	0.00037175818068996465
1	47225000	47640000	chr1:47225000-47640000	1.6371085108215515	0.018796585758267148	42.0	0.04459380857289728
1	47645000	47865000	chr1:47645000-47865000	7.4878384548819765	3.6418597693099735e-08	22.0	2.0940693673532349e-07
1	49010000	49345000	chr1:49010000-49345000	5.102348214477395	1.8709440735786842e-05	34.0	7.968835868946248e-05
