chr	start	end	region	stat	pvalue	bins	adj_pvalue
19	31200000	32745000	19:31200000-32745000	3.3631521854318422	0.0008328316644898	16	0.005065659293694409
19	11710000	12790000	19:11710000-12790000	2.0902727792517237	0.0089288307049532	11	0.029510542160438545
19	11710000	12670000	19:11710000-12670000	-1.914313389015144	0.7011234872777802	10	0.7011234872777802
20	53295000	54810000	20:53295000-54810000	6.185226234793346	1.2564144789006804e-06	17	2.0416735282136056e-05
20	11620000	12820000	20:11620000-12820000	0.7992374789497325	0.0639171043387314	13	0.12219446417698651
20	58590000	60510000	20:58590000-60510000	7.242264580699973	7.265224633012934e-08	21	1.7708985042969028e-06
20	40355000	41990000	20:40355000-41990000	1.435766160905978	0.02569637856457	17	0.064240946411425
20	14285000	15235000	20:14285000-15235000	2.950701579368197	0.0018764722674444	11	0.00914780230379145
20	24080000	24930000	20:24080000-24930000	0.5924715729557483	0.0837045515769261	10	0.1444459075885008
20	10655000	11540000	20:10655000-11540000	0.3994356692147727	0.1063726508551531	10	0.16863956842890127
20	36175000	37050000	20:36175000-37050000	0.0933632926048241	0.1517533561083072	10	0.20408209959393037
20	46300000	47245000	20:46300000-47245000	-1.0872126801745687	0.4429818771346141	10	0.4669268434662149
21	28130000	30155000	21:28130000-30155000	6.451537332875303	6.245689027073453e-07	21	1.2882979882056222e-05
21	31375000	32460000	21:31375000-32460000	0.6063876378384083	0.0822327055137455	12	0.1444459075885008
22	27130000	28190000	22:27130000-28190000	1.320576647757138	0.0305707197378578	11	0.07451612936102839
2	163735000	165515000	2:163735000-165515000	4.7142920871009615	4.642589188219581e-05	19	0.0004526524458514092
2	107230000	108805000	2:107230000-108805000	5.209151710094622	1.4486089957244095e-05	17	0.00017942427425849167
2	56370000	57765000	2:56370000-57765000	4.218274894351438	0.0001410426737269	15	0.00110013285506982
2	103440000	105570000	2:103440000-105570000	3.631159535428677	0.0004830263747985	22	0.00313967143619025
2	107240000	108445000	2:107240000-108445000	2.496679824320636	0.0043740569804356	13	0.017058822223698842
2	228755000	230510000	2:228755000-230510000	2.782615882980635	0.0025821079816066	19	0.011854116908897476
2	164005000	165405000	2:164005000-165405000	1.638507319000139	0.018755123633847	15	0.05300361026956761
2	122690000	124775000	2:122690000-124775000	7.957805848317831	9.437496006903244e-09	22	3.680623442692265e-07
2	18595000	20080000	2:18595000-20080000	5.191883470064813	1.5100326092754024e-05	16	0.00017942427425849167
2	137560000	138605000	2:137560000-138605000	0.6561907683087463	0.077138019146592	12	0.14057863302416299
2	212575000	213455000	2:212575000-213455000	-1.0383506150953814	0.427912814547812	10	0.4610110432973665
2	209245000	210110000	2:209245000-210110000	-0.6284753732622579	0.3095728914146158	10	0.35302171827982504
2	199165000	200450000	2:199165000-200450000	3.322891399528078	0.000903838393494	14	0.005183779021509706
2	15775000	16700000	2:15775000-16700000	1.5517726346347236	0.0214905432370321	11	0.057406245633167936
2	180955000	181830000	2:180955000-181830000	0.2565978821484003	0.1260373436041569	10	0.18273799793349418
2	122890000	124140000	2:122890000-124140000	2.983715239447594	0.0017614181063544	14	0.00903885607208179
2	122910000	124065000	2:122910000-124065000	1.18047232544698	0.0375682676708448	12	0.08396720765799622
2	221525000	222460000	2:221525000-222460000	-1.3211330433905928	0.5167111408863744	10	0.5359503854938458
2	217550000	218440000	2:217550000-218440000	1.3330780982921508	0.0300055695280874	10	0.07406438048072206
2	203370000	204325000	2:203370000-204325000	-0.4565009137003682	0.2655179849843619	11	0.3119036570599432
2	230630000	231685000	2:230630000-231685000	0.1220492741657297	0.1469753871586397	11	0.20042098248905416
2	46200000	47140000	2:46200000-47140000	-0.4772340094279428	0.2706260706483208	10	0.31600050165522486
3	108925000	111270000	3:108925000-111270000	6.2604412069182604	1.032718646931663e-06	24	1.8307285104697662e-05
3	102355000	103420000	3:102355000-103420000	0.4048744872059591	0.1056740728148064	12	0.16863956842890127
3	64515000	65740000	3:64515000-65740000	1.68350923762354	0.017462312102819	13	0.05082314716492097
3	88250000	89165000	3:88250000-89165000	-0.8102984944169871	0.3600197671949546	10	0.3924157809177458
3	3235000	4295000	3:3235000-4295000	-1.0181817878423232	0.4217387156960592	11	0.45688360867073075
3	181400000	182410000	3:181400000-182410000	-0.637822121549477	0.3120736672325849	11	0.3533599702469174
3	5910000	6925000	3:5910000-6925000	0.4502652164054719	0.0999824670683471	11	0.16247150898606402
3	135775000	136750000	3:135775000-136750000	0.7880078734820964	0.0648821317817156	11	0.1228351038585878
3	179490000	180325000	3:179490000-180325000	-1.9068873111627411	0.6989591296898028	10	0.7011234872777802
3	71895000	72900000	3:71895000-72900000	1.2271182704985053	0.0350987550976112	12	0.08039005468871234
3	105395000	106355000	3:105395000-106355000	0.2533737670633937	0.1265109216462652	11	0.18273799793349418
4	18680000	20260000	4:18680000-20260000	2.953859488179155	0.0018650730406873	17	0.00914780230379145
4	42985000	44635000	4:42985000-44635000	3.525111978802632	0.0005993652457627	18	0.003770200739475049
4	60060000	60985000	4:60060000-60985000	-0.8109867697435951	0.3602175629962897	10	0.3924157809177458
4	22960000	24440000	4:22960000-24440000	2.275976418557709	0.006478717327141	16	0.022969997796227184
4	125265000	126205000	4:125265000-126205000	-0.369203855137436	0.2446433664937407	11	0.29088692967243557
4	120990000	122040000	4:120990000-122040000	-0.0370658789736813	0.1749069497171278	12	0.22565339795113215
4	156875000	157980000	4:156875000-157980000	2.278710713145063	0.0064476118381514	12	0.022969997796227184
4	84565000	85475000	4:84565000-85475000	0.360839317050624	0.1114338773183103	10	0.17383684861656404
4	145075000	146010000	4:145075000-146010000	2.1971395301043115	0.0074316351468555	11	0.025424014976084604
4	4990000	5850000	4:4990000-5850000	0.6922911173221192	0.0736070551738188	10	0.13585170730263785
5	44960000	46035000	5:44960000-46035000	-0.2445131620224237	0.2166456501413879	12	0.2640368861098165
5	2115000	4805000	5:2115000-4805000	11.281558689888444	2.4591439995447217e-13	28	1.598443599704069e-11
5	17195000	18335000	5:17195000-18335000	1.1035945127265083	0.0419642599168066	13	0.09194416498626165
5	151900000	153350000	5:151900000-153350000	1.9170223514169955	0.0119466724980044	15	0.03705034646923381
5	161565000	162865000	5:161565000-162865000	0.863597090018364	0.0586123850483507	14	0.11743182843488592
5	162955000	163960000	5:162955000-163960000	0.5188750377389626	0.091840917757447	11	0.15573025184958406
5	178070000	178920000	5:178070000-178920000	0.8323795290894347	0.0611378334834342	10	0.12042300534615827
5	149825000	150705000	5:149825000-150705000	0.9239837283265544	0.0539736921838754	10	0.1144007606071272
5	168090000	169010000	5:168090000-169010000	0.8840313196647818	0.0570072068719013	11	0.11743182843488592
6	86410000	87695000	6:86410000-87695000	0.8585219834830149	0.0590170214698401	13	0.11743182843488592
6	168710000	170045000	6:168710000-170045000	0.4920578102053815	0.0949582729417384	14	0.1582964314739045
6	18585000	20065000	6:18585000-20065000	4.543791172779089	6.847548097943523e-05	16	0.0005805529909126031
6	55135000	56165000	6:55135000-56165000	-0.6498434982073751	0.3153058196049417	11	0.3533599702469174
6	126310000	127480000	6:126310000-127480000	1.2799268958286878	0.0324735128184858	12	0.07629319276632207
6	8955000	10175000	6:8955000-10175000	1.5260933823178968	0.0223650928579711	13	0.05741268418974742
6	8940000	10455000	6:8940000-10455000	2.623877429570894	0.0034684276791243	16	0.014390285051685924
6	20675000	21590000	6:20675000-21590000	-0.7048640171496827	0.3303140096441449	10	0.3659729084125469
6	88540000	89630000	6:88540000-89630000	1.1745299870040564	0.0378928937123265	12	0.08396720765799622
6	34130000	35230000	6:34130000-35230000	0.1620685139521092	0.1404953909927192	12	0.19850814494779104
6	105870000	106765000	6:105870000-106765000	0.2123947785915827	0.1326513077398323	10	0.1901985662446125
6	20555000	21595000	6:20555000-21595000	0.1300385231206581	0.1456646996186804	11	0.20042098248905416
7	152585000	154270000	7:152585000-154270000	2.500933933378568	0.0043406871444872	18	0.017058822223698842
7	152580000	154570000	7:152580000-154570000	5.177204827151658	1.5642116217406965e-05	21	0.00017942427425849167
7	63325000	64365000	7:63325000-64365000	2.004252459652517	0.0103281494159557	11	0.03356648560185602
7	48310000	49960000	7:48310000-49960000	2.632687137132508	0.0034130895380393	17	0.014390285051685924
7	135730000	137285000	7:135730000-137285000	2.77612422963755	0.0026139847542697	16	0.011854116908897476
7	83565000	84655000	7:83565000-84655000	2.635292930352548	0.0033966565731102	12	0.014390285051685924
7	15230000	16120000	7:15230000-16120000	0.0246772787357612	0.1636526871069783	10	0.2168471942832033
7	70295000	71990000	7:70295000-71990000	7.635548712936416	2.3919415670370373e-08	18	6.66326579388889e-07
7	3250000	4620000	7:3250000-4620000	3.9244773333297656	0.0002644535936366	15	0.0019517176641531111
7	157245000	158330000	7:157245000-158330000	1.2826213714439527	0.0323443336882324	12	0.07629319276632207
7	66840000	68615000	7:66840000-68615000	5.408986891249765	8.918370498878225e-06	19	0.00012422016052008957
7	41985000	42895000	7:41985000-42895000	0.9056121916486026	0.0553515772414039	10	0.11605975873197592
7	70310000	71205000	7:70310000-71205000	0.4621386452699357	0.0985342433429553	10	0.16146367606618725
7	1590000	2440000	7:1590000-2440000	0.3826359638751583	0.1085527581542774	10	0.17070796645229108
8	31070000	33290000	8:31070000-33290000	5.075903715443745	1.992551228358064e-05	23	0.00021585971640545692
8	69455000	70540000	8:69455000-70540000	-0.0564110062039364	0.1785433777239815	12	0.2275552853344862
8	62645000	64035000	8:62645000-64035000	2.2184612664486134	0.0071621002744132	15	0.02493945631268882
8	77270000	78315000	8:77270000-78315000	-1.0726258710758907	0.4384672646239071	12	0.4661620535685715
8	64270000	65305000	8:64270000-65305000	0.2937640588733873	0.1206717118518908	12	0.18273799793349418
8	105800000	106795000	8:105800000-106795000	1.5352308483672326	0.0220499015599225	10	0.05741268418974742
8	20260000	21625000	8:20260000-21625000	0.8131576809543742	0.0627370103960774	15	0.12219446417698651
8	130825000	131710000	8:130825000-131710000	0.5405578300417974	0.0893803757780659	10	0.15288748488353376
9	75810000	77315000	9:75810000-77315000	0.9999056175100576	0.048583403058717	16	0.10410729226867929
9	120340000	122225000	9:120340000-122225000	2.299101665619276	0.0062207909364001	20	0.022887815709396596
9	76290000	77250000	9:76290000-77250000	0.8040296577194866	0.0635087550929789	11	0.12219446417698651
9	13345000	14440000	9:13345000-14440000	0.7044051359341291	0.0724526430000048	12	0.135848705625009
9	118335000	119440000	9:118335000-119440000	3.2971728386341246	0.0009513235074377	12	0.005300230970010043
9	122280000	123160000	9:122280000-123160000	-0.5449122333778041	0.2876938319480259	10	0.3339303406539586
9	110175000	111550000	9:110175000-111550000	1.0738868412435802	0.0437767715530327	15	0.09484967169823752
9	89020000	89940000	9:89020000-89940000	-1.077148726676143	0.4398657325980367	10	0.4661620535685715
9	86995000	87825000	9:86995000-87825000	-0.5938982264574796	0.3004143486322469	10	0.34663194072951564
X	115005000	117460000	X:115005000-117460000	13.753457352715555	0.0	25	0.0
X	147100000	148575000	X:147100000-148575000	1.6067876489533726	0.0197173723765147	15	0.054153346667892496
X	20530000	21745000	X:20530000-21745000	2.5985102108496374	0.0036339114466902	13	0.014762765252178936
X	150910000	151835000	X:150910000-151835000	-1.2802523956696696	0.5036962544916168	10	0.5280686539025015
X	20545000	21520000	X:20545000-21520000	1.2546411366210557	0.0337078694069036	11	0.07825041112316908
X	2820000	3740000	X:2820000-3740000	-0.0878118919732104	0.1845567476090035	10	0.23369198560880314
X	45185000	46270000	X:45185000-46270000	0.5951544864976825	0.0834193278348031	12	0.1444459075885008
X	95935000	96955000	X:95935000-96955000	-1.5899900075009876	0.6022598507249244	11	0.6116701608925013
